;hh_number;factor;income;hh_structure;education;domicile_size;age;age_cat
4711;315021;164;13185.78;nuclear;Primaria incompleta;>100000;50;45-54
4712;315025;164;31979.04;ampliado;Primaria completa;>100000;51;45-54
4713;315050;67;15040.84;nuclear;Primaria incompleta;2500-15000;75;>=75
4714;315051;67;11601;nuclear;Primaria incompleta;2500-15000;36;35-44
4715;315071;238;13932.91;nuclear;Primaria incompleta;<2500;23;<25
4716;315086;179;23969.21;unipersonal;Secundaria completa;<2500;68;65-74
4717;315116;232;18496.25;unipersonal;Sin instruccion;<2500;65;65-74
4718;315136;164;12333.46;unipersonal;Profesional incompleta;<2500;27;25-34
4719;315137;164;23563.97;nuclear;Preparatoria incompleta;<2500;42;35-44
4720;315142;194;25634.63;nuclear;Secundaria completa;<2500;50;45-54
4721;315148;195;72935.96;nuclear;Profesional completa;<2500;48;45-54
4722;315158;180;346051.87;nuclear;Posgrado;<2500;62;55-64
4723;315177;171;26366.59;nuclear;Secundaria completa;<2500;41;35-44
4724;315179;186;38404.24;nuclear;Profesional completa;<2500;36;35-44
4725;315187;181;125116.96;ampliado;Secundaria completa;<2500;52;45-54
4726;315188;165;44930;ampliado;Secundaria completa;<2500;46;45-54
4727;315198;200;397328.55;nuclear;Profesional completa;<2500;56;55-64
4728;315200;200;65352.37;nuclear;Posgrado;<2500;37;35-44
4729;315209;185;24905.6;ampliado;Primaria incompleta;<2500;55;55-64
4730;315216;184;25952.55;nuclear;Primaria completa;<2500;29;25-34
4731;315221;280;33380.73;nuclear;Profesional completa;<2500;30;25-34
4732;315224;166;48263.48;nuclear;Primaria completa;<2500;57;55-64
4733;315232;178;36714.7;ampliado;Secundaria completa;<2500;53;45-54
4734;315234;121;29240.85;ampliado;Primaria incompleta;2500-15000;43;35-44
4735;315236;121;12213.16;nuclear;Sin instruccion;2500-15000;30;25-34
4736;315252;179;5730.62;unipersonal;Primaria incompleta;>100000;75;>=75
4737;315258;169;22210.26;ampliado;Primaria incompleta;>100000;43;35-44
4738;315263;169;3869.52;unipersonal;Sin instruccion;>100000;64;55-64
4739;315265;169;13421.44;ampliado;Sin instruccion;>100000;68;65-74
4740;315266;169;24805.54;nuclear;Primaria incompleta;>100000;61;55-64
4741;315268;85;19424.29;nuclear;Primaria completa;2500-15000;64;55-64
4742;315274;300;13822.51;nuclear;Primaria incompleta;15000-100000;33;25-34
4743;315281;117;13855.08;ampliado;Secundaria completa;15000-100000;35;35-44
4744;315283;67;37108.76;ampliado;Secundaria completa;2500-15000;48;45-54
4745;315301;137;9315.3;ampliado;Sin instruccion;>100000;69;65-74
4746;315306;137;5527.04;nuclear;Sin instruccion;>100000;62;55-64
4747;315318;261;12769.64;nuclear;Secundaria completa;2500-15000;23;<25
4748;315331;267;36837.99;nuclear;Primaria incompleta;15000-100000;49;45-54
4749;315332;267;32540.31;ampliado;Primaria completa;15000-100000;43;35-44
4750;316006;139;23208.01;nuclear;Preparatoria incompleta;15000-100000;37;35-44
4751;316008;139;19502.95;nuclear;Primaria completa;15000-100000;42;35-44
4752;316009;139;37472.7;nuclear;Secundaria completa;15000-100000;48;45-54
4753;316013;200;15712.73;nuclear;Primaria incompleta;>100000;57;55-64
4754;316025;95;102437.96;nuclear;Primaria completa;>100000;71;65-74
4755;316026;95;13461.63;nuclear;Primaria incompleta;>100000;85;>=75
4756;316037;260;22182.46;unipersonal;Preparatoria incompleta;15000-100000;19;<25
4757;316047;113;36595.82;ampliado;Primaria completa;2500-15000;43;35-44
4758;316068;173;36769.82;ampliado;Primaria completa;<2500;56;55-64
4759;316072;182;37351.42;nuclear;Profesional completa;<2500;36;35-44
4760;316081;175;24717.09;ampliado;Primaria completa;<2500;59;55-64
4761;316089;187;112304.89;nuclear;Profesional completa;<2500;60;55-64
4762;316096;165;57009.74;ampliado;Secundaria completa;<2500;58;55-64
4763;316100;181;106037.74;nuclear;Profesional completa;<2500;31;25-34
4764;316103;181;75088.72;ampliado;Posgrado;<2500;47;45-54
4765;316104;181;22109.15;unipersonal;Secundaria completa;<2500;34;25-34
4766;316105;237;54773.68;ampliado;Profesional completa;<2500;55;55-64
4767;316130;196;48812.96;nuclear;Secundaria completa;<2500;41;35-44
4768;316131;196;30050.62;nuclear;Preparatoria completa;<2500;49;45-54
4769;316165;177;36682.6;ampliado;Profesional completa;<2500;43;35-44
4770;316167;177;42239.71;nuclear;Profesional completa;<2500;31;25-34
4771;316172;196;36599.38;unipersonal;Secundaria completa;<2500;57;55-64
4772;316174;196;18891.33;nuclear;Primaria completa;<2500;73;65-74
4773;316176;239;18268.61;nuclear;Primaria incompleta;<2500;66;65-74
4774;316182;215;52793.39;nuclear;Secundaria completa;<2500;24;<25
4775;316183;215;24423.36;ampliado;Secundaria completa;<2500;35;35-44
4776;316192;187;40538.27;compuesto;Preparatoria completa;<2500;22;<25
4777;316197;212;95032.88;ampliado;Preparatoria completa;<2500;39;35-44
4778;316210;156;15738.84;ampliado;Primaria incompleta;<2500;61;55-64
4779;316211;156;20666.11;nuclear;Primaria incompleta;<2500;58;55-64
4780;316236;147;22082.06;nuclear;Primaria incompleta;>100000;39;35-44
4781;316242;147;31116.44;ampliado;Sin instruccion;>100000;85;>=75
4782;316256;326;20410.4;ampliado;Secundaria completa;2500-15000;37;35-44
4783;316266;180;41921.3;ampliado;Secundaria completa;>100000;47;45-54
4784;316268;180;17938.88;nuclear;Primaria completa;>100000;27;25-34
4785;316272;180;41502.71;nuclear;Primaria completa;>100000;31;25-34
4786;316278;67;9204.53;nuclear;Primaria incompleta;2500-15000;62;55-64
4787;316279;67;65467.67;nuclear;Secundaria completa;2500-15000;42;35-44
4788;316280;225;5837.9;unipersonal;Primaria incompleta;>100000;69;65-74
4789;316286;225;39958.47;unipersonal;Profesional completa;>100000;42;35-44
4790;316308;319;26849.88;nuclear;Preparatoria completa;2500-15000;31;25-34
4791;316311;145;26240.3;nuclear;Secundaria completa;15000-100000;45;45-54
4792;316312;145;39376.93;nuclear;Preparatoria completa;15000-100000;58;55-64
4793;316314;300;20035.4;nuclear;Sin instruccion;2500-15000;57;55-64
4794;316316;300;19966.72;ampliado;Primaria incompleta;2500-15000;46;45-54
4795;316323;212;12812.86;unipersonal;Preparatoria completa;15000-100000;19;<25
4796;316327;101;15732.72;nuclear;Sin instruccion;2500-15000;47;45-54
4797;316328;101;49333.86;ampliado;Primaria incompleta;2500-15000;58;55-64
4798;316331;119;62390.33;nuclear;Secundaria completa;2500-15000;29;25-34
4799;316332;119;36754.87;ampliado;Preparatoria completa;2500-15000;25;25-34
4800;317003;139;17512.52;nuclear;Secundaria completa;15000-100000;28;25-34
4801;317005;139;17216.71;nuclear;Primaria completa;15000-100000;41;35-44
4802;317007;303;32698.81;ampliado;Sin instruccion;15000-100000;67;65-74
4803;317007;303;29841.05;nuclear;Primaria completa;15000-100000;26;25-34
4804;317011;193;26062.86;nuclear;Primaria incompleta;>100000;55;55-64
4805;317012;193;13847.6;ampliado;Sin instruccion;>100000;69;65-74
4806;317015;193;21277.74;ampliado;Primaria completa;>100000;27;25-34
4807;317019;193;36749.78;ampliado;Primaria incompleta;>100000;39;35-44
4808;317020;193;31526.53;ampliado;Secundaria incompleta;>100000;58;55-64
4809;317049;331;23383.08;nuclear;Preparatoria incompleta;2500-15000;23;<25
4810;317053;549;17337.08;nuclear;Secundaria completa;2500-15000;33;25-34
4811;317068;183;38752.25;nuclear;Preparatoria incompleta;<2500;48;45-54
4812;317076;193;47037.66;nuclear;Secundaria completa;<2500;49;45-54
4813;317078;193;26622.26;ampliado;Primaria incompleta;<2500;55;55-64
4814;317087;168;34596.94;ampliado;Primaria completa;<2500;45;45-54
4815;317088;168;36724.74;ampliado;Secundaria incompleta;<2500;64;55-64
4816;317117;164;30803.65;nuclear;Primaria completa;<2500;61;55-64
4817;317118;164;7095.25;nuclear;Primaria completa;<2500;73;65-74
4818;317126;196;185002.04;nuclear;Profesional completa;<2500;42;35-44
4819;317145;198;105085.26;nuclear;Preparatoria completa;<2500;42;35-44
4820;317153;191;96863.01;ampliado;Profesional completa;<2500;62;55-64
4821;317158;168;38198.74;ampliado;Primaria incompleta;<2500;66;65-74
4822;317160;168;35853.39;nuclear;Primaria incompleta;<2500;84;>=75
4823;317167;156;10155.13;nuclear;Primaria incompleta;<2500;72;65-74
4824;317168;156;12977.76;nuclear;Preparatoria completa;<2500;43;35-44
4825;317184;172;84980.67;nuclear;Profesional completa;<2500;40;35-44
4826;317187;192;13561.8;nuclear;Primaria completa;<2500;33;25-34
4827;317189;192;22606.37;nuclear;Secundaria completa;<2500;46;45-54
4828;317191;252;30773.61;nuclear;Secundaria completa;<2500;39;35-44
4829;317193;252;48447.57;nuclear;Secundaria completa;<2500;38;35-44
4830;317195;252;25763.08;nuclear;Secundaria completa;<2500;33;25-34
4831;317201;91;50533.16;nuclear;Primaria completa;<2500;55;55-64
4832;317216;158;98919.48;nuclear;Secundaria completa;<2500;53;45-54
4833;317233;165;11776.97;nuclear;Primaria incompleta;>100000;29;25-34
4834;317237;165;9571;nuclear;Primaria incompleta;>100000;43;35-44
4835;317252;147;20248.94;nuclear;Primaria incompleta;>100000;59;55-64
4836;317257;98;8080.44;nuclear;Primaria completa;15000-100000;50;45-54
4837;317274;339;8267.46;ampliado;Primaria incompleta;15000-100000;68;65-74
4838;317284;180;8939.28;nuclear;Primaria incompleta;>100000;68;65-74
4839;317295;142;12714.56;nuclear;Preparatoria completa;2500-15000;24;<25
4840;317297;142;12501.92;ampliado;Sin instruccion;2500-15000;82;>=75
4841;317306;128;13190.82;nuclear;Primaria incompleta;2500-15000;86;>=75
4842;317314;488;9997.18;unipersonal;Primaria incompleta;15000-100000;57;55-64
4843;317316;488;17072.36;ampliado;Primaria incompleta;15000-100000;43;35-44
4844;317319;101;32583.43;nuclear;Primaria completa;2500-15000;47;45-54
4845;317332;49;4435.04;nuclear;Primaria incompleta;>100000;40;35-44
4846;318003;305;20804.23;nuclear;Primaria incompleta;15000-100000;47;45-54
4847;318010;298;11458.25;nuclear;Primaria incompleta;15000-100000;60;55-64
4848;318046;314;7133.05;nuclear;Secundaria completa;15000-100000;27;25-34
4849;318068;765;19095.34;nuclear;Secundaria completa;2500-15000;31;25-34
4850;318074;261;18989.5;nuclear;Primaria incompleta;15000-100000;53;45-54
4851;318080;183;33427.94;ampliado;Secundaria incompleta;<2500;36;35-44
4852;318082;170;49297.04;nuclear;Secundaria completa;<2500;51;45-54
4853;318093;165;89080.68;ampliado;Primaria incompleta;<2500;65;65-74
4854;318096;165;26447.63;unipersonal;Secundaria completa;<2500;68;65-74
4855;318101;173;28310.38;nuclear;Secundaria incompleta;<2500;30;25-34
4856;318104;167;16310.77;nuclear;Preparatoria completa;<2500;23;<25
4857;318109;163;47177.78;nuclear;Primaria incompleta;<2500;59;55-64
4858;318111;163;6490.86;nuclear;Primaria incompleta;<2500;67;65-74
4859;318155;163;26357.42;nuclear;Preparatoria incompleta;<2500;24;<25
4860;318170;158;21373.85;ampliado;Profesional incompleta;<2500;24;<25
4861;318191;178;25709.18;nuclear;Secundaria completa;<2500;54;45-54
4862;318210;209;30661.95;ampliado;Sin instruccion;<2500;52;45-54
4863;318215;328;30704.82;ampliado;Preparatoria completa;<2500;28;25-34
4864;318222;202;39710.41;nuclear;Primaria incompleta;<2500;68;65-74
4865;318248;266;35630.39;ampliado;Primaria completa;15000-100000;41;35-44
4866;318253;153;35592.03;ampliado;Primaria incompleta;>100000;52;45-54
4867;318254;153;18465.26;nuclear;Sin instruccion;>100000;55;55-64
4868;318259;153;21758.53;nuclear;Secundaria completa;>100000;35;35-44
4869;318262;153;16743.3;nuclear;Primaria completa;>100000;35;35-44
4870;318271;129;7338.26;nuclear;Primaria incompleta;2500-15000;63;55-64
4871;318287;254;26394.8;nuclear;Secundaria completa;15000-100000;40;35-44
4872;318295;85;17918.92;ampliado;Primaria incompleta;2500-15000;58;55-64
4873;318303;172;40756.67;ampliado;Primaria incompleta;>100000;55;55-64
4874;318308;172;17056.76;nuclear;Primaria completa;>100000;32;25-34
4875;318320;146;46110.09;ampliado;Primaria incompleta;>100000;43;35-44
4876;318322;146;35080.48;nuclear;Secundaria completa;>100000;32;25-34
4877;318332;589;3966.34;nuclear;Sin instruccion;2500-15000;70;65-74
4878;319003;355;13905.11;nuclear;Secundaria completa;15000-100000;27;25-34
4879;319006;164;19254.13;nuclear;Primaria incompleta;>100000;45;45-54
4880;319020;139;18025.69;nuclear;Sin instruccion;15000-100000;38;35-44
4881;319023;139;42233.59;ampliado;Secundaria completa;15000-100000;56;55-64
4882;319027;200;50107.18;nuclear;Primaria incompleta;>100000;53;45-54
4883;319033;200;15823.74;ampliado;Primaria incompleta;>100000;68;65-74
4884;319043;303;21754.96;ampliado;Primaria completa;15000-100000;46;45-54
4885;319044;95;24938.03;nuclear;Preparatoria completa;>100000;30;25-34
4886;319045;95;18323.19;nuclear;Secundaria completa;>100000;48;45-54
4887;319048;314;18469.78;nuclear;Sin instruccion;15000-100000;47;45-54
4888;319051;67;22649.23;nuclear;Secundaria completa;2500-15000;35;35-44
4889;319058;432;7407.31;nuclear;Sin instruccion;2500-15000;52;45-54
4890;319061;385;9981.22;nuclear;Secundaria completa;2500-15000;31;25-34
4891;319071;156;29179.41;nuclear;Preparatoria completa;<2500;52;45-54
4892;319073;156;28749.38;ampliado;Secundaria completa;<2500;45;45-54
4893;319076;156;22235.98;nuclear;Secundaria completa;<2500;25;25-34
4894;319078;156;11359.45;nuclear;Primaria completa;<2500;48;45-54
4895;319080;156;20419.19;nuclear;Primaria incompleta;<2500;52;45-54
4896;319088;174;41386.71;unipersonal;Profesional completa;<2500;52;45-54
4897;319099;178;25326.15;nuclear;Preparatoria completa;<2500;28;25-34
4898;319112;158;41059.04;ampliado;Primaria incompleta;<2500;58;55-64
4899;319122;162;56164.08;coresidente;Preparatoria completa;<2500;20;<25
4900;319126;172;21096.7;nuclear;Primaria completa;<2500;48;45-54
4901;319127;172;27967.59;ampliado;Primaria completa;<2500;37;35-44
4902;319129;172;56218.31;ampliado;Secundaria incompleta;<2500;68;65-74
4903;319136;175;37813.83;nuclear;Preparatoria completa;<2500;42;35-44
4904;319138;175;33270.6;unipersonal;Profesional completa;<2500;74;65-74
4905;319139;175;38796.56;ampliado;Secundaria completa;<2500;26;25-34
4906;319142;225;68910.52;nuclear;Secundaria completa;<2500;35;35-44
4907;319143;225;92459.1;nuclear;Profesional completa;<2500;44;35-44
4908;319161;202;15425.48;nuclear;Primaria incompleta;<2500;54;45-54
4909;319168;181;9298.77;nuclear;Primaria completa;<2500;29;25-34
4910;319170;181;25137.61;nuclear;Profesional incompleta;<2500;42;35-44
4911;319175;174;20214.45;nuclear;Secundaria completa;<2500;60;55-64
4912;319176;166;18019.59;nuclear;Secundaria completa;<2500;27;25-34
4913;319179;166;12854.58;nuclear;Secundaria completa;<2500;30;25-34
4914;319180;166;51486.3;ampliado;Primaria completa;<2500;29;25-34
4915;319185;182;10535.7;nuclear;Secundaria completa;<2500;26;25-34
4916;319187;168;39399.54;ampliado;Secundaria completa;<2500;34;25-34
4917;319191;163;38919.12;nuclear;Primaria completa;<2500;46;45-54
4918;319209;182;47284.66;nuclear;Secundaria completa;<2500;50;45-54
4919;319212;164;32030.66;nuclear;Secundaria incompleta;<2500;62;55-64
4920;319216;152;23395.29;nuclear;Secundaria completa;<2500;33;25-34
4921;319218;152;120434.17;ampliado;Preparatoria completa;<2500;48;45-54
4922;319219;152;25507.51;nuclear;Primaria completa;<2500;61;55-64
4923;319228;184;23450.77;nuclear;Sin instruccion;<2500;66;65-74
4924;319237;95;16630.84;nuclear;Primaria incompleta;>100000;73;65-74
4925;319239;95;39759.49;nuclear;Sin instruccion;>100000;47;45-54
4926;319252;328;89277.41;nuclear;Posgrado;2500-15000;38;35-44
4927;319270;179;10277.62;nuclear;Preescolar;>100000;29;25-34
4928;319271;179;21883.12;ampliado;Primaria incompleta;>100000;46;45-54
4929;319272;179;15713.83;nuclear;Primaria completa;>100000;66;65-74
4930;319273;179;8483.02;nuclear;Primaria completa;>100000;37;35-44
4931;319288;67;10007.42;ampliado;Sin instruccion;2500-15000;49;45-54
4932;319290;225;15548.01;nuclear;Primaria completa;>100000;48;45-54
4933;319303;304;11755.63;nuclear;Primaria incompleta;15000-100000;53;45-54
4934;319311;67;12534.98;ampliado;Primaria completa;2500-15000;73;65-74
4935;319313;67;6553.32;nuclear;Primaria completa;2500-15000;77;>=75
4936;319330;119;14184.02;nuclear;Primaria incompleta;2500-15000;34;25-34
4937;321002;915;16355.08;ampliado;Primaria completa;2500-15000;48;45-54
4938;321012;387;11674.94;unipersonal;Sin instruccion;15000-100000;82;>=75
4939;321019;1891;12193;nuclear;Secundaria completa;>100000;33;25-34
4940;321032;652;23812.59;nuclear;Primaria incompleta;>100000;46;45-54
4941;321041;200;22742.51;nuclear;Secundaria completa;15000-100000;34;25-34
4942;321042;200;8325.13;nuclear;Primaria incompleta;15000-100000;31;25-34
4943;322001;1387;11580.73;nuclear;Secundaria completa;2500-15000;35;35-44
4944;322005;1387;24348.23;unipersonal;Primaria incompleta;2500-15000;66;65-74
4945;322006;617;8216.88;nuclear;Secundaria incompleta;>100000;42;35-44
4946;322017;1132;4958.75;nuclear;Primaria incompleta;<2500;47;45-54
4947;322030;704;15197.67;ampliado;Sin instruccion;>100000;55;55-64
4948;322034;704;19942.23;nuclear;Primaria completa;>100000;38;35-44
4949;322040;200;14745.45;nuclear;Secundaria completa;15000-100000;33;25-34
4950;322042;200;17319.94;nuclear;Primaria completa;15000-100000;51;45-54
4951;322048;1064;44981.19;ampliado;Preparatoria completa;<2500;49;45-54
4952;323009;670;12853.1;nuclear;Secundaria completa;>100000;46;45-54
4953;323014;670;19447.31;nuclear;Preparatoria completa;>100000;29;25-34
4954;323017;829;15904.42;nuclear;Primaria completa;<2500;42;35-44
4955;323019;829;19171.08;nuclear;Preparatoria completa;<2500;28;25-34
4956;323024;387;20640.92;ampliado;Primaria incompleta;15000-100000;60;55-64
4957;323035;200;10807.94;nuclear;Secundaria completa;15000-100000;35;35-44
4958;323036;200;27114.05;nuclear;Primaria completa;15000-100000;61;55-64
4959;324008;1114;79748.65;nuclear;Primaria incompleta;2500-15000;47;45-54
4960;324027;5468;38815.7;nuclear;Secundaria completa;15000-100000;41;35-44
4961;324028;5468;15748.11;nuclear;Primaria incompleta;15000-100000;73;65-74
4962;324039;803;32422.76;ampliado;Secundaria completa;>100000;49;45-54
4963;324040;803;15526.32;nuclear;Primaria incompleta;>100000;37;35-44
4964;325012;670;15186.23;nuclear;Primaria incompleta;>100000;32;25-34
4965;325022;704;6226.91;unipersonal;Primaria incompleta;>100000;52;45-54
